id,text_de,author,category,difficulty,explanation_short,provenance
kolonial_reserve_136,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_137,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_138,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_139,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_140,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_141,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_142,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_143,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_144,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_145,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_146,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_147,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_148,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_149,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_150,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_151,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_152,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_153,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_154,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_155,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_156,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_157,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_158,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_159,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_160,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_161,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_162,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_163,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_164,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_165,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_166,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_167,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_168,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_169,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_170,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_171,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_172,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_173,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_174,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_175,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_176,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_177,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",beginner,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_178,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
kolonial_reserve_179,"Kolonialismus, imperiale Expansion und Dekolonisierung wirken bis heute auf Staat, Wirtschaft und Kultur.",(unknown),"Kolonialismus,Imperium,Dekolonisierung",advanced,Kurz erklaert: Reserveeintrag fuer Interesse kolonial.,generated
frauen_reserve_047,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_048,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_049,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_050,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_051,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_052,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_053,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_054,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_055,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_056,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_057,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_058,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_059,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_060,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_061,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_062,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_063,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_064,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_065,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_066,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_067,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_068,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_069,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_070,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_071,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_072,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_073,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_074,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_075,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_076,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_077,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_078,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_079,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_080,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_081,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_082,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_083,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_084,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_085,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_086,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_087,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_088,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_089,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_090,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_091,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_092,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_093,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_094,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_095,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_096,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_097,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_098,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_099,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_100,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_101,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_102,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_103,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_104,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_105,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_106,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_107,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_108,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_109,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_110,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",advanced,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_111,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",beginner,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
frauen_reserve_112,"Frauen, Geschlechterrollen und Emanzipation sind zentrale Perspektiven fuer gesellschaftliche Entwicklung.",(unknown),"Frauen,Emanzipation,Gesellschaft",intermediate,Kurz erklaert: Reserveeintrag fuer Interesse frauen.,generated
